Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000902_INT	LTR	Gypsy	6055	0	587	1190	414	643	847	384	364	189	0	0	0	487	4395	0	0	0	0	0	0	0	0	0	186	0	133	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001603	DNA	Helitron	2339	0	6277	0	2039	1719	0	403	0	0	0	0	0	0	632	130	0	0	184	0	0	0	0	0	241	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001356_INT	LTR	Copia	3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	2213	0	1880	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000365	DNA	Helitron	651	0	0	686	0	693	670	0	916	1203	262	1109	41	1363	1058	1489	836	1332	252	156	344	327	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000565	DNA	Helitron	1874	0	0	0	46	0	339	367	225	397	648	576	99	1885	829	750	46	164	133	0	115	182	645	0	445	119	19	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000211	DNA	Helitron	7858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	482	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000167	DNA	Helitron	10932	93	0	0	0	0	0	0	0	0	0	0	0	0	0	60	82	0	0	275	0	150	453	0	173	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000282	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001019_LTR	LTR	Copia	197	197	0	0	197	0	0	0	0	0	196	196	155	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000620_INT	LTR	Copia	8200	0	0	235	4476	0	0	0	37	43	0	0	0	0	0	109	0	0	0	0	0	101	557	0	231	2591	4430	0	0	513	0	1665	0	332	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000501	DNA	Helitron	0	4841	592	0	0	0	200	283	1369	53	2141	3131	3866	4359	9242	9120	7850	9433	5865	12427	15086	9133	8814	8310	3160	2297	2108	686	764	799	601	1127	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000300_INT	LTR	unknown	4114	0	0	0	0	0	831	280	1474	725	252	2065	170	2234	2125	5552	1310	638	2050	483	1906	1007	694	87	0	1484	4316	2812	0	93	0	0	206	215	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000817_LTR	LTR	Copia	690	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	336	102	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000199	DNA	Helitron	6746	3914	659	2607	1529	4818	1726	2814	1252	365	840	1004	750	306	568	1438	410	1116	1042	1301	1439	2322	2099	777	1859	1354	436	313	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000108	DNA	Helitron	7329	0	0	0	0	346	1299	2899	3954	2974	0	3530	529	1609	1744	310	1982	3402	1203	1588	461	603	620	846	190	794	95	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000558_LTR	LTR	Copia	588	0	629	0	629	1615	0	749	1148	1444	78	552	179	250	816	124	327	0	0	242	564	0	336	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001676	DNA	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000163	DNA	Helitron	11028	732	1106	755	72	384	94	206	1440	0	55	0	173	112	100	0	629	174	361	349	354	166	0	344	172	286	303	94	118	160	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000683_LTR	LTR	Copia	286	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000833_LTR	LTR	Copia	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001453	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000116	DNA	Helitron	14030	0	1811	28	0	0	80	2320	1779	159	107	521	721	1095	837	1344	775	1951	2932	2438	926	1116	1924	1165	837	849	226	555	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000631_LTR	LTR	Gypsy	2145	857	3432	857	1096	190	1016	236	0	478	1129	631	0	609	2021	2814	4819	5964	9432	9788	6409	7373	5467	1404	2158	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000005	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000399	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001742_LTR	LTR	Gypsy	356	356	0	0	0	87	0	0	0	0	0	191	117	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000576	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	128	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000790_INT	LTR	unknown	2345	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001256_INT	LTR	Copia	4076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000144	DNA	Helitron	9384	1949	391	0	231	0	3657	1390	1407	2997	3171	1625	2629	2562	1394	3022	3420	4905	7399	5301	7372	3898	8788	7516	3756	5513	6303	4121	2155	852	1157	213	624	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001003_INT	LTR	Gypsy	9927	0	0	0	0	0	5756	0	1551	755	2940	901	425	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000049	DNA	Helitron	6836	513	43	0	1979	931	1707	1848	0	95	0	0	524	198	147	637	1483	1682	1823	5388	974	1846	1723	2925	834	198	69	123	0	0	0	156	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000491_LTR	LTR	Gypsy	286	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	199	0	0	148	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000583	DNA	Helitron	0	615	1077	561	0	552	0	758	1212	567	4871	2897	1015	1313	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001318	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001718_INT	LTR	Gypsy	2302	0	0	0	7441	5861	1865	1585	707	543	1594	0	0	0	0	132	0	1424	0	0	203	0	0	155	150	0	159	87	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000189	DNA	Helitron	0	2193	0	0	167	0	0	0	239	0	256	0	0	58	0	0	65	47	214	135	151	0	140	190	226	0	328	0	794	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001706	DNAnona	hAT	0	0	44	0	0	79	0	151	0	54	0	66	0	47	19	45	48	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000404_LTR	LTR	unknown	498	0	291	440	0	35	294	0	159	293	607	1628	208	222	496	0	0	146	211	93	0	390	320	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000548_INT	LTR	Copia	4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	2322	0	1834	2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000749_INT	LTR	Copia	4205	7843	0	0	0	632	0	2113	0	0	0	0	0	0	1450	0	272	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000800	DNA	Helitron	0	0	0	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001547	DNAauto	PILE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000425_LTR	LTR	Copia	483	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000963_INT	LTR	Copia	4579	0	0	0	0	0	267	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093	2346	836	2922	0	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001212	DNA	Helitron	854	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	115	0	0	302	0	0	129	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001681	DNA	Helitron	277	0	0	0	0	140	0	493	550	0	491	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001150_INT	LTR	Copia	2832	0	83	83	196	7035	0	6197	0	0	0	0	0	0	0	70	0	0	0	0	0	0	102	0	0	0	0	0	712	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000959	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000582_INT	LTR	Gypsy	7285	0	0	0	394	0	9503	2392	13863	2402	4270	4604	4712	6519	1723	2023	0	1068	1705	0	2137	0	0	0	239	711	0	0	0	0	0	0	373	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001663	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	123	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001130_LTR	LTR	Gypsy	358	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	368	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000180	DNA	Helitron	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000146_INT	LTR	Gypsy	549	9529	0	365	5202	1703	0	0	0	1508	460	0	608	80	95	210	1007	603	482	765	709	136	0	889	144	123	373	5554	4948	2136	4706	917	273	1474	2665	261	0	577	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000972_LTR	LTR	Copia	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	325	780	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000380	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001153	DNAnona	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001381_INT	LTR	Gypsy	5366	0	0	0	0	0	0	2557	265	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001298_INT	LTR	unknown	1941	0	0	0	0	157	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	57	277	0	84	69	148	0	0	196	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001598	DNAnona	hAT	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001439_LTR	LTR	Copia	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000040	DNA	Helitron	14183	0	0	926	0	0	0	0	181	0	0	267	244	553	402	538	81	65	538	765	327	173	72	27	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001455_LTR	LTR	Copia	144	0	144	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001163	DNA	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000313	DNAnona	CACTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000741	DNAauto	PILE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000095	DNA	Helitron	0	989	0	0	0	1130	0	0	0	0	0	0	123	0	68	84	0	105	0	144	0	0	78	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000652	DNAnona	hAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	48	0	0	0	0	0	0	150	0	117	272	236	119	700	246	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001577	DNA	Helitron	5223	501	4658	0	0	0	28	12	191	409	583	71	0	269	59	58	151	73	0	0	319	322	326	495	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001043_INT	LTR	Copia	3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001717	DNA	Helitron	1155	0	40	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	54	0	211	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000183	DNA	Helitron	8789	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	64	0	0	0	0	79	100	65	0	0	340	0	242	114	0	112	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000463	DNA	Helitron	2147	0	0	0	358	0	350	0	0	0	0	0	0	0	55	0	55	409	0	365	0	697	566	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001058	DNA	Helitron	2875	0	0	0	0	0	0	88	0	0	0	181	161	494	746	776	1257	2429	4630	3525	4338	1495	1643	250	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001160_INT	LTR	Copia	3544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000709_LTR	LTR	Copia	173	173	0	0	0	0	0	0	174	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000840_INT	LTR	Gypsy	9688	60	78	287	44	202	4830	13300	15004	8669	16374	7315	13765	11262	22133	30085	15237	6628	1103	2563	1592	0	123	2897	800	1982	0	0	198	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001303	DNA	Helitron	3016	0	0	0	0	0	0	0	0	0	0	158	0	0	245	0	0	0	270	0	240	63	98	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000174	DNA	Helitron	9704	0	0	994	2972	0	1038	1069	0	33	0	34	441	36	0	181	421	726	1321	216	327	1110	810	425	168	212	277	143	84	317	103	16	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001723_INT	LTR	Copia	21070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001034_LTR	LTR	Copia	185	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000537	DNAauto	CACTG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001641_LTR	LTR	Copia	121	0	0	0	112	0	0	0	0	0	0	121	242	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000860_LTR	LTR	Copia	0	0	0	0	0	0	0	0	734	734	0	0	151	733	0	359	0	0	0	286	403	90	261	0	201	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000047	DNA	Helitron	3643	0	152	0	268	0	859	736	69	401	0	101	305	410	364	396	1337	1979	928	0	591	1079	265	620	0	0	130	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000974	DNAauto	POLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	549	1286	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001375	DNA	Helitron	11950	0	0	0	1810	3312	8104	13105	19798	278	3666	3062	6848	3088	5843	1340	5090	9908	3108	1259	1501	3246	500	2414	485	4253	1660	99	569	164	0	368	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001748_INT	LTR	Gypsy	0	0	9310	0	0	0	0	0	0	34	0	0	1280	0	0	9287	0	0	0	0	0	4134	0	5768	3973	3323	0	0	3031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000087	DNA	Helitron	1124	152	0	0	0	0	0	98	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000895_INT	LTR	Gypsy	0	0	0	4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	3113	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000369_LTR	LTR	Copia	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001161_LTR	LTR	Gypsy	166	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000134	DNA	Helitron	1000	0	53	0	0	0	0	0	0	0	0	0	0	52	0	0	0	130	141	307	0	267	186	103	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001109_LTR	LTR	Gypsy	1175	0	0	1242	3259	6284	2549	1156	5271	6823	6923	6135	4097	8867	0	739	558	1676	2295	1978	1130	2459	2968	3100	1092	1080	698	716	1400	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000193	DNA	Helitron	18217	0	0	0	772	953	164	182	596	671	566	664	693	767	423	333	1354	1124	798	306	490	966	1251	607	906	0	278	202	127	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000874_LTR	LTR	Copia	531	0	0	281	1343	585	576	513	0	0	465	474	0	403	0	436	0	81	537	320	0	320	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001516_INT	LTR	unknown	5776	3589	1002	388	0	385	102	141	6210	103	275	512	438	74	1638	0	1870	1708	966	0	416	381	517	892	172	103	683	615	0	0	90	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001561	DNA	Helitron	0	0	0	0	0	1047	0	0	92	114	0	0	764	2223	1225	0	835	1140	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001444_LTR	LTR	Copia	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	233	0	360	0	346	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000478_LTR	LTR	Gypsy	407	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000981	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	98	0	358	0	0	0	11	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000723_LTR	LTR	Gypsy	504	0	0	503	0	504	505	491	0	0	505	0	1222	1512	1948	2449	1006	45	0	63	286	139	25	0	163	255	0	1025	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000311_LTR	LTR	Gypsy	0	68	96	0	68	69	0	0	0	0	0	136	47	69	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001622_INT	LTR	Gypsy	4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	51	0	0	65	0	0	0	2592	4198	6925	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001291	DNA	Helitron	1958	0	0	0	46	0	0	0	795	1059	0	711	586	180	115	922	829	504	236	231	513	0	0	129	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001313_INT	LTR	Copia	3382	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000080	DNA	Helitron	3508	265	1318	974	329	1775	4675	6308	12054	17489	20369	7161	66	1545	551	243	887	1207	487	196	471	0	1395	3224	1817	2946	514	1092	1881	765	418	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000517_LTR	LTR	Copia	0	0	0	0	0	0	515	0	994	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000071	DNA	Helitron	1410	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000154	DNA	Helitron	10467	0	780	0	0	140	1088	1242	245	633	224	509	317	472	816	2517	2492	2902	2513	2371	1771	2245	1215	1853	842	2850	942	200	98	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000578	DNA	Helitron	438	0	0	0	0	0	0	0	0	0	426	0	125	0	0	0	99	101	212	196	182	296	310	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000763	DNAauto	MULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
